year	seat	category	R_win	D_win	R_votes	D_votes
2000	state_senate_district_30	state_senate	0	1	35139	36298
2000	state_senate_district_32	state_senate	0	1	38248	39865
2002	US_house_district_1	US_house	1	0	140176	63895
2002	US_house_district_2	US_house	0	1	83694	163313
2002	US_house_district_3	US_house	0	1	69955	131038
2002	US_house_district_4	US_house	0	1	0	122031
2002	US_house_district_5	US_house	1	0	191224	0
2002	US_house_district_6	US_house	1	0	169834	0
2002	US_house_district_7	US_house	0	1	81518	146364
2002	US_house_district_8	US_house	1	0	152745	50284
2002	state_assembly_district_1	state_assembly	1	0	13378	7011
2002	state_assembly_district_2	state_assembly	1	0	10920	6524
2002	state_assembly_district_3	state_assembly	1	0	13376	0
2002	state_assembly_district_4	state_assembly	1	0	11435	6787
2002	state_assembly_district_5	state_assembly	1	0	8621	7909
2002	state_assembly_district_6	state_assembly	1	0	12151	0
2002	state_assembly_district_7	state_assembly	0	1	0	13482
2002	state_assembly_district_8	state_assembly	0	1	0	3291
2002	state_assembly_district_9	state_assembly	0	1	0	8254
2002	state_assembly_district_10	state_assembly	0	1	0	10773
2002	state_assembly_district_11	state_assembly	0	1	0	9452
2002	state_assembly_district_12	state_assembly	0	1	4806	9541
2002	state_assembly_district_13	state_assembly	0	1	9901	10418
2002	state_assembly_district_14	state_assembly	1	0	16545	0
2002	state_assembly_district_15	state_assembly	0	1	6876	9615
2002	state_assembly_district_16	state_assembly	0	1	0	7011
2002	state_assembly_district_17	state_assembly	0	1	0	12050
2002	state_assembly_district_18	state_assembly	0	1	0	7832
2002	state_assembly_district_19	state_assembly	0	1	0	12419
2002	state_assembly_district_20	state_assembly	0	1	0	12616
2002	state_assembly_district_21	state_assembly	0	1	5694	10777
2002	state_assembly_district_22	state_assembly	0	1	0	16822
2002	state_assembly_district_23	state_assembly	1	0	12260	7522
2002	state_assembly_district_24	state_assembly	1	0	16879	0
2002	state_assembly_district_25	state_assembly	0	1	0	12701
2002	state_assembly_district_26	state_assembly	0	1	7821	9384
2002	state_assembly_district_27	state_assembly	1	0	15988	0
2002	state_assembly_district_28	state_assembly	1	0	9917	9146
2002	state_assembly_district_29	state_assembly	0	1	6026	9596
2002	state_assembly_district_30	state_assembly	1	0	12563	5635
2002	state_assembly_district_31	state_assembly	1	0	13883	0
2002	state_assembly_district_32	state_assembly	1	0	7227	5872
2002	state_assembly_district_33	state_assembly	1	0	17040	0
2002	state_assembly_district_34	state_assembly	1	0	12316	8267
2002	state_assembly_district_35	state_assembly	1	0	12346	6226
2002	state_assembly_district_36	state_assembly	1	0	10319	6514
2002	state_assembly_district_37	state_assembly	1	0	11528	6896
2002	state_assembly_district_38	state_assembly	1	0	10412	7428
2002	state_assembly_district_39	state_assembly	1	0	13124	0
2002	state_assembly_district_40	state_assembly	1	0	12115	0
2002	state_assembly_district_41	state_assembly	1	0	13497	0
2002	state_assembly_district_42	state_assembly	1	0	11632	0
2002	state_assembly_district_43	state_assembly	1	0	9324	8250
2002	state_assembly_district_44	state_assembly	0	1	0	14927
2002	state_assembly_district_45	state_assembly	0	1	0	11480
2002	state_assembly_district_46	state_assembly	0	1	7739	12324
2002	state_assembly_district_47	state_assembly	1	0	11085	8481
2002	state_assembly_district_48	state_assembly	0	1	0	16820
2002	state_assembly_district_49	state_assembly	1	0	8779	6754
2002	state_assembly_district_50	state_assembly	1	0	11684	0
2002	state_assembly_district_51	state_assembly	1	0	10264	6869
2002	state_assembly_district_52	state_assembly	1	0	12861	0
2002	state_assembly_district_53	state_assembly	1	0	13423	0
2002	state_assembly_district_54	state_assembly	1	0	9696	6908
2002	state_assembly_district_55	state_assembly	1	0	12312	0
2002	state_assembly_district_56	state_assembly	1	0	14659	0
2002	state_assembly_district_57	state_assembly	1	0	12452	0
2002	state_assembly_district_58	state_assembly	1	0	14032	0
2002	state_assembly_district_59	state_assembly	1	0	14251	0
2002	state_assembly_district_60	state_assembly	1	0	16223	0
2002	state_assembly_district_61	state_assembly	0	1	0	9525
2002	state_assembly_district_62	state_assembly	0	1	0	10974
2002	state_assembly_district_63	state_assembly	1	0	15068	0
2002	state_assembly_district_64	state_assembly	0	1	0	8693
2002	state_assembly_district_65	state_assembly	0	1	0	10233
2002	state_assembly_district_66	state_assembly	1	0	11858	0
2002	state_assembly_district_67	state_assembly	1	0	10793	6809
2002	state_assembly_district_68	state_assembly	0	1	8858	9341
2002	state_assembly_district_69	state_assembly	1	0	11614	5315
2002	state_assembly_district_70	state_assembly	0	1	7953	9207
2002	state_assembly_district_71	state_assembly	0	1	4956	13056
2002	state_assembly_district_72	state_assembly	0	1	6633	11649
2002	state_assembly_district_73	state_assembly	0	1	7780	9727
2002	state_assembly_district_74	state_assembly	0	1	0	13365
2002	state_assembly_district_75	state_assembly	0	1	5374	12142
2002	state_assembly_district_76	state_assembly	0	1	0	17205
2002	state_assembly_district_77	state_assembly	0	1	0	17071
2002	state_assembly_district_78	state_assembly	0	1	0	15680
2002	state_assembly_district_79	state_assembly	0	1	10865	12311
2002	state_assembly_district_80	state_assembly	1	0	11060	7035
2002	state_assembly_district_81	state_assembly	0	1	6857	13186
2002	state_assembly_district_82	state_assembly	1	0	14698	0
2002	state_assembly_district_83	state_assembly	1	0	16932	0
2002	state_assembly_district_84	state_assembly	1	0	16557	0
2002	state_assembly_district_85	state_assembly	0	1	0	14079
2002	state_assembly_district_86	state_assembly	1	0	12844	6206
2002	state_assembly_district_87	state_assembly	1	0	10001	9686
2002	state_assembly_district_88	state_assembly	1	0	8157	4794
2002	state_assembly_district_89	state_assembly	1	0	11335	4501
2002	state_assembly_district_90	state_assembly	1	0	8088	7227
2002	state_assembly_district_91	state_assembly	0	1	5513	11691
2002	state_assembly_district_92	state_assembly	1	0	9847	6660
2002	state_assembly_district_93	state_assembly	1	0	13858	0
2002	state_assembly_district_94	state_assembly	1	0	11136	7304
2002	state_assembly_district_95	state_assembly	0	1	6004	10686
2002	state_assembly_district_96	state_assembly	1	0	9579	5968
2002	state_assembly_district_97	state_assembly	1	0	9236	5183
2002	state_assembly_district_98	state_assembly	1	0	15867	0
2002	state_assembly_district_99	state_assembly	1	0	14368	0
2002	state_senate_district_1	state_senate	1	0	35083	20421
2002	state_senate_district_3	state_senate	0	1	0	24431
2002	state_senate_district_5	state_senate	1	0	31693	28021
2002	state_senate_district_7	state_senate	0	1	0	34319
2002	state_senate_district_9	state_senate	1	0	27858	27812
2002	state_senate_district_11	state_senate	1	0	36603	16329
2002	state_senate_district_13	state_senate	1	0	36359	16516
2002	state_senate_district_15	state_senate	0	1	18281	33491
2002	state_senate_district_17	state_senate	1	0	31462	15534
2002	state_senate_district_19	state_senate	1	0	40737	0
2002	state_senate_district_21	state_senate	1	0	25367	24594
2002	state_senate_district_23	state_senate	1	0	33526	19452
2002	state_senate_district_25	state_senate	0	1	20751	33993
2002	state_senate_district_27	state_senate	0	1	0	46571
2002	state_senate_district_29	state_senate	0	1	18201	38779
2002	state_senate_district_31	state_senate	1	0	27402	26864
2002	state_senate_district_33	state_senate	1	0	44527	0
2004	US_house_district_1	US_house	1	0	233372	116250
2004	US_house_district_2	US_house	0	1	145810	251637
2004	US_house_district_3	US_house	0	1	157866	204856
2004	US_house_district_4	US_house	0	1	85928	212382
2004	US_house_district_5	US_house	1	0	271153	129384
2004	US_house_district_6	US_house	1	0	238620	107209
2004	US_house_district_7	US_house	0	1	0	241306
2004	US_house_district_8	US_house	1	0	248070	105513
2004	state_assembly_district_1	state_assembly	1	0	19022	11890
2004	state_assembly_district_2	state_assembly	1	0	21848	0
2004	state_assembly_district_3	state_assembly	1	0	19894	11929
2004	state_assembly_district_4	state_assembly	1	0	17324	10733
2004	state_assembly_district_5	state_assembly	0	1	14249	15014
2004	state_assembly_district_6	state_assembly	1	0	19924	0
2004	state_assembly_district_7	state_assembly	0	1	0	21074
2004	state_assembly_district_8	state_assembly	0	1	0	8815
2004	state_assembly_district_9	state_assembly	0	1	0	14775
2004	state_assembly_district_10	state_assembly	0	1	0	21516
2004	state_assembly_district_11	state_assembly	0	1	0	19625
2004	state_assembly_district_12	state_assembly	0	1	0	18720
2004	state_assembly_district_13	state_assembly	0	1	13428	17765
2004	state_assembly_district_14	state_assembly	1	0	22786	0
2004	state_assembly_district_15	state_assembly	0	1	0	19219
2004	state_assembly_district_16	state_assembly	0	1	0	18397
2004	state_assembly_district_17	state_assembly	0	1	0	22063
2004	state_assembly_district_18	state_assembly	0	1	0	17102
2004	state_assembly_district_19	state_assembly	0	1	0	24344
2004	state_assembly_district_20	state_assembly	0	1	10905	17285
2004	state_assembly_district_21	state_assembly	1	0	20522	0
2004	state_assembly_district_22	state_assembly	0	1	11495	21750
2004	state_assembly_district_23	state_assembly	1	0	19643	0
2004	state_assembly_district_24	state_assembly	1	0	26168	0
2004	state_assembly_district_25	state_assembly	0	1	0	20268
2004	state_assembly_district_26	state_assembly	0	1	0	19810
2004	state_assembly_district_27	state_assembly	1	0	24204	0
2004	state_assembly_district_28	state_assembly	1	0	16280	14096
2004	state_assembly_district_29	state_assembly	1	0	16001	14577
2004	state_assembly_district_30	state_assembly	1	0	20540	13081
2004	state_assembly_district_31	state_assembly	1	0	20934	10041
2004	state_assembly_district_32	state_assembly	1	0	14147	11859
2004	state_assembly_district_33	state_assembly	1	0	24501	9426
2004	state_assembly_district_34	state_assembly	1	0	18843	14037
2004	state_assembly_district_35	state_assembly	1	0	15943	12173
2004	state_assembly_district_36	state_assembly	1	0	14713	11202
2004	state_assembly_district_37	state_assembly	1	0	17403	11677
2004	state_assembly_district_38	state_assembly	1	0	19852	9474
2004	state_assembly_district_39	state_assembly	1	0	18992	8334
2004	state_assembly_district_40	state_assembly	1	0	18340	8166
2004	state_assembly_district_41	state_assembly	1	0	18937	0
2004	state_assembly_district_42	state_assembly	1	0	14211	12893
2004	state_assembly_district_43	state_assembly	1	0	15960	12796
2004	state_assembly_district_44	state_assembly	0	1	5861	16053
2004	state_assembly_district_45	state_assembly	0	1	11034	15494
2004	state_assembly_district_46	state_assembly	0	1	13482	18950
2004	state_assembly_district_47	state_assembly	1	0	15678	14287
2004	state_assembly_district_48	state_assembly	0	1	8451	25066
2004	state_assembly_district_49	state_assembly	1	0	14921	11723
2004	state_assembly_district_50	state_assembly	1	0	15706	7502
2004	state_assembly_district_51	state_assembly	1	0	16387	12203
2004	state_assembly_district_52	state_assembly	1	0	17395	8775
2004	state_assembly_district_53	state_assembly	1	0	15764	12041
2004	state_assembly_district_54	state_assembly	1	0	14045	12028
2004	state_assembly_district_55	state_assembly	1	0	19662	0
2004	state_assembly_district_56	state_assembly	1	0	24932	0
2004	state_assembly_district_57	state_assembly	1	0	19329	0
2004	state_assembly_district_58	state_assembly	1	0	21429	9357
2004	state_assembly_district_59	state_assembly	1	0	25551	0
2004	state_assembly_district_60	state_assembly	1	0	24300	0
2004	state_assembly_district_61	state_assembly	0	1	0	17173
2004	state_assembly_district_62	state_assembly	0	1	0	19282
2004	state_assembly_district_63	state_assembly	1	0	23682	0
2004	state_assembly_district_64	state_assembly	0	1	0	16340
2004	state_assembly_district_65	state_assembly	0	1	0	18522
2004	state_assembly_district_66	state_assembly	1	0	17834	9390
2004	state_assembly_district_67	state_assembly	1	0	15333	11983
2004	state_assembly_district_68	state_assembly	1	0	16665	14094
2004	state_assembly_district_69	state_assembly	1	0	19649	0
2004	state_assembly_district_70	state_assembly	0	1	10622	18120
2004	state_assembly_district_71	state_assembly	0	1	0	21840
2004	state_assembly_district_72	state_assembly	0	1	11032	17076
2004	state_assembly_district_73	state_assembly	0	1	11309	19860
2004	state_assembly_district_74	state_assembly	0	1	14134	16213
2004	state_assembly_district_75	state_assembly	0	1	11711	17096
2004	state_assembly_district_76	state_assembly	0	1	0	27270
2004	state_assembly_district_77	state_assembly	0	1	0	26338
2004	state_assembly_district_78	state_assembly	0	1	5122	25674
2004	state_assembly_district_79	state_assembly	0	1	14731	21999
2004	state_assembly_district_80	state_assembly	1	0	14577	13992
2004	state_assembly_district_81	state_assembly	0	1	0	24938
2004	state_assembly_district_82	state_assembly	1	0	22482	0
2004	state_assembly_district_83	state_assembly	1	0	25972	0
2004	state_assembly_district_84	state_assembly	1	0	25379	0
2004	state_assembly_district_85	state_assembly	0	1	11667	15666
2004	state_assembly_district_86	state_assembly	1	0	20038	10015
2004	state_assembly_district_87	state_assembly	1	0	14650	12345
2004	state_assembly_district_88	state_assembly	1	0	13174	11093
2004	state_assembly_district_89	state_assembly	1	0	18216	10318
2004	state_assembly_district_90	state_assembly	1	0	14289	12944
2004	state_assembly_district_91	state_assembly	0	1	9892	18281
2004	state_assembly_district_92	state_assembly	1	0	14885	10955
2004	state_assembly_district_93	state_assembly	1	0	16997	15501
2004	state_assembly_district_94	state_assembly	1	0	18051	13079
2004	state_assembly_district_95	state_assembly	0	1	0	22879
2004	state_assembly_district_96	state_assembly	1	0	14191	11923
2004	state_assembly_district_97	state_assembly	1	0	20047	0
2004	state_assembly_district_98	state_assembly	1	0	27696	0
2004	state_assembly_district_99	state_assembly	1	0	26285	0
2004	state_senate_district_2	state_senate	1	0	60546	0
2004	state_senate_district_4	state_senate	0	1	0	62689
2004	state_senate_district_6	state_senate	0	1	0	59463
2004	state_senate_district_8	state_senate	1	0	55731	42048
2004	state_senate_district_10	state_senate	1	0	56704	39001
2004	state_senate_district_12	state_senate	0	1	41119	47287
2004	state_senate_district_14	state_senate	1	0	57548	0
2004	state_senate_district_16	state_senate	0	1	38643	58147
2004	state_senate_district_18	state_senate	1	0	63706	0
2004	state_senate_district_20	state_senate	1	0	75424	0
2004	state_senate_district_22	state_senate	0	1	38644	42097
2004	state_senate_district_24	state_senate	0	1	27926	58259
2004	state_senate_district_26	state_senate	0	1	0	71745
2004	state_senate_district_28	state_senate	1	0	73899	0
2004	state_senate_district_30	state_senate	0	1	36766	44225
2004	state_senate_district_32	state_senate	1	0	46416	41928
2006	US_house_district_1	US_house	1	0	161320	95761
2006	US_house_district_2	US_house	0	1	113015	191414
2006	US_house_district_3	US_house	0	1	88523	163322
2006	US_house_district_4	US_house	0	1	54486	136735
2006	US_house_district_5	US_house	1	0	194669	112451
2006	US_house_district_6	US_house	1	0	201367	0
2006	US_house_district_7	US_house	0	1	91069	161903
2006	US_house_district_8	US_house	0	1	135622	141570
2006	state_assembly_district_1	state_assembly	1	0	13736	11888
2006	state_assembly_district_2	state_assembly	1	0	15347	0
2006	state_assembly_district_3	state_assembly	1	0	14657	10050
2006	state_assembly_district_4	state_assembly	1	0	12530	9822
2006	state_assembly_district_5	state_assembly	0	1	8522	14095
2006	state_assembly_district_6	state_assembly	1	0	12199	8015
2006	state_assembly_district_7	state_assembly	0	1	0	16072
2006	state_assembly_district_8	state_assembly	0	1	0	4605
2006	state_assembly_district_9	state_assembly	0	1	0	9910
2006	state_assembly_district_10	state_assembly	0	1	0	13649
2006	state_assembly_district_11	state_assembly	0	1	0	11626
2006	state_assembly_district_12	state_assembly	0	1	0	13193
2006	state_assembly_district_13	state_assembly	0	1	8402	15216
2006	state_assembly_district_14	state_assembly	1	0	15687	9727
2006	state_assembly_district_15	state_assembly	0	1	0	13969
2006	state_assembly_district_16	state_assembly	0	1	0	10061
2006	state_assembly_district_17	state_assembly	0	1	0	13674
2006	state_assembly_district_18	state_assembly	0	1	0	9718
2006	state_assembly_district_19	state_assembly	0	1	0	18638
2006	state_assembly_district_20	state_assembly	0	1	0	15682
2006	state_assembly_district_21	state_assembly	1	0	15110	0
2006	state_assembly_district_22	state_assembly	0	1	0	20571
2006	state_assembly_district_23	state_assembly	1	0	13284	10394
2006	state_assembly_district_24	state_assembly	1	0	20171	0
2006	state_assembly_district_25	state_assembly	0	1	8557	11163
2006	state_assembly_district_26	state_assembly	0	1	5161	13434
2006	state_assembly_district_27	state_assembly	1	0	19071	0
2006	state_assembly_district_28	state_assembly	0	1	10081	10397
2006	state_assembly_district_29	state_assembly	1	0	10474	9776
2006	state_assembly_district_30	state_assembly	1	0	12790	9479
2006	state_assembly_district_31	state_assembly	1	0	15494	8129
2006	state_assembly_district_32	state_assembly	1	0	9587	8269
2006	state_assembly_district_33	state_assembly	1	0	18617	7366
2006	state_assembly_district_34	state_assembly	1	0	13780	10797
2006	state_assembly_district_35	state_assembly	1	0	15592	0
2006	state_assembly_district_36	state_assembly	1	0	10436	8834
2006	state_assembly_district_37	state_assembly	0	1	9944	11029
2006	state_assembly_district_38	state_assembly	1	0	15452	7771
2006	state_assembly_district_39	state_assembly	1	0	11823	7097
2006	state_assembly_district_40	state_assembly	1	0	10430	9380
2006	state_assembly_district_41	state_assembly	1	0	13629	6449
2006	state_assembly_district_42	state_assembly	1	0	10989	9535
2006	state_assembly_district_43	state_assembly	0	1	10279	10289
2006	state_assembly_district_44	state_assembly	0	1	5834	13204
2006	state_assembly_district_45	state_assembly	0	1	0	13617
2006	state_assembly_district_46	state_assembly	0	1	0	19453
2006	state_assembly_district_47	state_assembly	1	0	12093	11939
2006	state_assembly_district_48	state_assembly	0	1	6700	20787
2006	state_assembly_district_49	state_assembly	0	1	8266	9254
2006	state_assembly_district_50	state_assembly	1	0	10941	8269
2006	state_assembly_district_51	state_assembly	0	1	9797	11169
2006	state_assembly_district_52	state_assembly	1	0	14588	0
2006	state_assembly_district_53	state_assembly	1	0	15775	0
2006	state_assembly_district_54	state_assembly	0	1	8109	13351
2006	state_assembly_district_55	state_assembly	1	0	10396	9585
2006	state_assembly_district_56	state_assembly	1	0	15472	10722
2006	state_assembly_district_57	state_assembly	1	0	11750	10329
2006	state_assembly_district_58	state_assembly	1	0	18295	0
2006	state_assembly_district_59	state_assembly	1	0	19823	0
2006	state_assembly_district_60	state_assembly	1	0	19466	0
2006	state_assembly_district_61	state_assembly	0	1	0	11431
2006	state_assembly_district_62	state_assembly	0	1	9363	10302
2006	state_assembly_district_63	state_assembly	1	0	14329	10304
2006	state_assembly_district_64	state_assembly	0	1	0	12058
2006	state_assembly_district_65	state_assembly	0	1	0	13893
2006	state_assembly_district_66	state_assembly	1	0	13310	0
2006	state_assembly_district_67	state_assembly	1	0	11269	9597
2006	state_assembly_district_68	state_assembly	1	0	11143	10594
2006	state_assembly_district_69	state_assembly	1	0	12216	6770
2006	state_assembly_district_70	state_assembly	0	1	7180	14278
2006	state_assembly_district_71	state_assembly	0	1	6577	15478
2006	state_assembly_district_72	state_assembly	0	1	7866	13559
2006	state_assembly_district_73	state_assembly	0	1	0	14926
2006	state_assembly_district_74	state_assembly	0	1	8121	13590
2006	state_assembly_district_75	state_assembly	0	1	7703	12382
2006	state_assembly_district_76	state_assembly	0	1	0	22404
2006	state_assembly_district_77	state_assembly	0	1	0	22058
2006	state_assembly_district_78	state_assembly	0	1	0	21906
2006	state_assembly_district_79	state_assembly	0	1	0	23117
2006	state_assembly_district_80	state_assembly	1	0	11476	11226
2006	state_assembly_district_81	state_assembly	0	1	0	19501
2006	state_assembly_district_82	state_assembly	1	0	17420	0
2006	state_assembly_district_83	state_assembly	1	0	17565	8045
2006	state_assembly_district_84	state_assembly	1	0	19422	0
2006	state_assembly_district_85	state_assembly	0	1	7025	12802
2006	state_assembly_district_86	state_assembly	1	0	14172	7898
2006	state_assembly_district_87	state_assembly	1	0	10251	10031
2006	state_assembly_district_88	state_assembly	0	1	8849	8928
2006	state_assembly_district_89	state_assembly	1	0	11844	10011
2006	state_assembly_district_90	state_assembly	1	0	11155	8932
2006	state_assembly_district_91	state_assembly	0	1	6108	13938
2006	state_assembly_district_92	state_assembly	1	0	9922	8415
2006	state_assembly_district_93	state_assembly	0	1	11565	11872
2006	state_assembly_district_94	state_assembly	1	0	12917	8059
2006	state_assembly_district_95	state_assembly	0	1	0	15925
2006	state_assembly_district_96	state_assembly	1	0	9768	9466
2006	state_assembly_district_97	state_assembly	1	0	10656	8419
2006	state_assembly_district_98	state_assembly	1	0	19204	7841
2006	state_assembly_district_99	state_assembly	1	0	20444	0
2006	state_senate_district_1	state_senate	1	0	40341	29066
2006	state_senate_district_3	state_senate	0	1	0	30768
2006	state_senate_district_5	state_senate	0	1	33686	36148
2006	state_senate_district_7	state_senate	0	1	21104	41502
2006	state_senate_district_9	state_senate	1	0	38335	26224
2006	state_senate_district_11	state_senate	1	0	45643	22038
2006	state_senate_district_13	state_senate	1	0	47351	0
2006	state_senate_district_15	state_senate	0	1	18187	39165
2006	state_senate_district_17	state_senate	1	0	31590	26688
2006	state_senate_district_19	state_senate	1	0	51162	0
2006	state_senate_district_21	state_senate	0	1	28069	31737
2006	state_senate_district_23	state_senate	0	1	30505	31590
2006	state_senate_district_25	state_senate	0	1	23454	38721
2006	state_senate_district_27	state_senate	0	1	0	60974
2006	state_senate_district_29	state_senate	0	1	20101	42139
2006	state_senate_district_31	state_senate	0	1	29890	31895
2006	state_senate_district_33	state_senate	1	0	48241	23413
2008	US_house_district_1	US_house	1	0	231009	125268
2008	US_house_district_2	US_house	0	1	122513	277914
2008	US_house_district_3	US_house	0	1	122760	225208
2008	US_house_district_4	US_house	0	1	0	222728
2008	US_house_district_5	US_house	1	0	275271	0
2008	US_house_district_6	US_house	1	0	221875	126090
2008	US_house_district_7	US_house	0	1	136938	212666
2008	US_house_district_8	US_house	0	1	164621	193662
2008	state_assembly_district_1	state_assembly	1	0	15905	15055
2008	state_assembly_district_2	state_assembly	0	1	14687	16008
2008	state_assembly_district_3	state_assembly	1	0	19689	14081
2008	state_assembly_district_4	state_assembly	1	0	15106	13520
2008	state_assembly_district_5	state_assembly	0	1	10684	19384
2008	state_assembly_district_6	state_assembly	1	0	14237	11631
2008	state_assembly_district_7	state_assembly	0	1	10578	16568
2008	state_assembly_district_8	state_assembly	0	1	0	8743
2008	state_assembly_district_9	state_assembly	0	1	0	14070
2008	state_assembly_district_10	state_assembly	0	1	0	22952
2008	state_assembly_district_11	state_assembly	0	1	0	21083
2008	state_assembly_district_12	state_assembly	0	1	0	20399
2008	state_assembly_district_13	state_assembly	0	1	0	21963
2008	state_assembly_district_14	state_assembly	1	0	19419	11708
2008	state_assembly_district_15	state_assembly	0	1	10200	15652
2008	state_assembly_district_16	state_assembly	0	1	0	19200
2008	state_assembly_district_17	state_assembly	0	1	0	23041
2008	state_assembly_district_18	state_assembly	0	1	0	17377
2008	state_assembly_district_19	state_assembly	0	1	0	25281
2008	state_assembly_district_20	state_assembly	0	1	0	19917
2008	state_assembly_district_21	state_assembly	1	0	15679	14184
2008	state_assembly_district_22	state_assembly	0	1	10720	21938
2008	state_assembly_district_23	state_assembly	1	0	17804	12960
2008	state_assembly_district_24	state_assembly	1	0	20510	12561
2008	state_assembly_district_25	state_assembly	0	1	0	19690
2008	state_assembly_district_26	state_assembly	0	1	8463	16046
2008	state_assembly_district_27	state_assembly	1	0	20704	10672
2008	state_assembly_district_28	state_assembly	0	1	13214	16407
2008	state_assembly_district_29	state_assembly	1	0	17633	14115
2008	state_assembly_district_30	state_assembly	1	0	19729	16278
2008	state_assembly_district_31	state_assembly	1	0	21780	10853
2008	state_assembly_district_32	state_assembly	1	0	13692	10928
2008	state_assembly_district_33	state_assembly	1	0	27746	0
2008	state_assembly_district_34	state_assembly	1	0	16300	16092
2008	state_assembly_district_35	state_assembly	1	0	15416	11751
2008	state_assembly_district_36	state_assembly	1	0	13064	12159
2008	state_assembly_district_37	state_assembly	0	1	12161	17724
2008	state_assembly_district_38	state_assembly	1	0	20294	10295
2008	state_assembly_district_39	state_assembly	1	0	15974	10607
2008	state_assembly_district_40	state_assembly	1	0	14741	10537
2008	state_assembly_district_41	state_assembly	1	0	16658	9853
2008	state_assembly_district_42	state_assembly	0	1	11304	15936
2008	state_assembly_district_43	state_assembly	0	1	14581	15303
2008	state_assembly_district_44	state_assembly	0	1	0	19531
2008	state_assembly_district_45	state_assembly	0	1	10524	16053
2008	state_assembly_district_46	state_assembly	0	1	11365	22350
2008	state_assembly_district_47	state_assembly	1	0	15466	15443
2008	state_assembly_district_48	state_assembly	0	1	0	27640
2008	state_assembly_district_49	state_assembly	0	1	11793	13865
2008	state_assembly_district_50	state_assembly	1	0	14387	11194
2008	state_assembly_district_51	state_assembly	0	1	12026	15855
2008	state_assembly_district_52	state_assembly	1	0	15116	10966
2008	state_assembly_district_53	state_assembly	1	0	17872	10116
2008	state_assembly_district_54	state_assembly	0	1	9531	18758
2008	state_assembly_district_55	state_assembly	1	0	14259	12179
2008	state_assembly_district_56	state_assembly	1	0	20971	14144
2008	state_assembly_district_57	state_assembly	0	1	11560	15383
2008	state_assembly_district_58	state_assembly	1	0	23603	0
2008	state_assembly_district_59	state_assembly	1	0	26254	0
2008	state_assembly_district_60	state_assembly	1	0	23282	9821
2008	state_assembly_district_61	state_assembly	0	1	0	16267
2008	state_assembly_district_62	state_assembly	0	1	0	17892
2008	state_assembly_district_63	state_assembly	1	0	20172	12609
2008	state_assembly_district_64	state_assembly	0	1	0	19739
2008	state_assembly_district_65	state_assembly	0	1	10994	18093
2008	state_assembly_district_66	state_assembly	1	0	17659	11799
2008	state_assembly_district_67	state_assembly	1	0	12215	0
2008	state_assembly_district_68	state_assembly	0	1	15165	15437
2008	state_assembly_district_69	state_assembly	1	0	14537	9905
2008	state_assembly_district_70	state_assembly	0	1	8495	19490
2008	state_assembly_district_71	state_assembly	0	1	9271	20359
2008	state_assembly_district_72	state_assembly	0	1	10230	16892
2008	state_assembly_district_73	state_assembly	0	1	0	20684
2008	state_assembly_district_74	state_assembly	0	1	10874	18051
2008	state_assembly_district_75	state_assembly	0	1	0	20254
2008	state_assembly_district_76	state_assembly	0	1	0	27218
2008	state_assembly_district_77	state_assembly	0	1	0	25798
2008	state_assembly_district_78	state_assembly	0	1	0	27273
2008	state_assembly_district_79	state_assembly	0	1	13361	26835
2008	state_assembly_district_80	state_assembly	1	0	17291	13517
2008	state_assembly_district_81	state_assembly	0	1	0	23984
2008	state_assembly_district_82	state_assembly	1	0	22773	0
2008	state_assembly_district_83	state_assembly	1	0	24834	9182
2008	state_assembly_district_84	state_assembly	1	0	25136	0
2008	state_assembly_district_85	state_assembly	0	1	9487	16975
2008	state_assembly_district_86	state_assembly	1	0	17402	13716
2008	state_assembly_district_87	state_assembly	1	0	12917	12685
2008	state_assembly_district_88	state_assembly	0	1	10368	13155
2008	state_assembly_district_89	state_assembly	1	0	14814	12839
2008	state_assembly_district_90	state_assembly	1	0	13959	12016
2008	state_assembly_district_91	state_assembly	0	1	11583	14377
2008	state_assembly_district_92	state_assembly	0	1	11844	13499
2008	state_assembly_district_93	state_assembly	0	1	13161	19276
2008	state_assembly_district_94	state_assembly	1	0	17719	15054
2008	state_assembly_district_95	state_assembly	0	1	0	22341
2008	state_assembly_district_96	state_assembly	1	0	12919	12054
2008	state_assembly_district_97	state_assembly	1	0	14801	12268
2008	state_assembly_district_98	state_assembly	1	0	24325	9498
2008	state_assembly_district_99	state_assembly	1	0	27906	0
2008	state_senate_district_2	state_senate	1	0	60507	0
2008	state_senate_district_4	state_senate	0	1	0	66751
2008	state_senate_district_6	state_senate	0	1	0	60268
2008	state_senate_district_8	state_senate	1	0	50125	49117
2008	state_senate_district_10	state_senate	1	0	55816	43041
2008	state_senate_district_12	state_senate	0	1	41480	43595
2008	state_senate_district_14	state_senate	1	0	54138	0
2008	state_senate_district_16	state_senate	0	1	0	73672
2008	state_senate_district_18	state_senate	1	0	41852	41668
2008	state_senate_district_20	state_senate	1	0	69942	0
2008	state_senate_district_22	state_senate	0	1	27383	54946
2008	state_senate_district_24	state_senate	0	1	27660	57985
2008	state_senate_district_26	state_senate	0	1	0	80923
2008	state_senate_district_28	state_senate	1	0	74951	0
2008	state_senate_district_30	state_senate	0	1	26483	51643
2008	state_senate_district_32	state_senate	1	0	45154	42647
2010	US_house_district_1	US_house	1	0	179819	79363
2010	US_house_district_2	US_house	0	1	118099	191164
